計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","何肇基","國立臺灣大學","國立臺灣大學醫學院內科","(總計畫與子計畫一)肺癌吐氣濃縮液的分子標誌分析：應用於早期偵測與預後預測(3/3)","2013/05/01~2014/04/30","2974000"
"102","何肇基","國立臺灣大學","國立臺灣大學醫學院內科","微環境對於肺癌細胞幹細胞特性的維持(3/3)","2013/08/01~2014/07/31","1900000"
"102","何炎泉","國立臺灣大學","國立故宮博物院書畫處","嘉慶皇帝的書畫收藏","2013/08/01~2014/07/31","169000"
"102","何美霖","東吳大學","東吳大學化學系（所）","銥-混合金屬聚合物及小分子薄膜應用於氣體.醣類.光致變色感測元件之製備及感測特性","2013/08/01~2015/07/31","2853000"
"102","何美泠","高雄醫學大學","高雄醫學大學醫學系生理學科","關節軟骨再生之創新研究-結合玻尿酸及非蛋白質藥物作為生物因子促進幹細胞軟骨分化之組織工程研究(3/3)","2013/05/01~2014/04/30","2500000"
"102","何宏發","國立臺灣師範大學","國立臺灣師範大學應用電子科技學系","數位邏輯閘與布林函數閱讀歷程之研究:來自眼動的證據","2013/08/01~2014/07/31","376000"
"102","何宗儒","國立臺灣海洋大學","國立臺灣海洋大學海洋環境資訊系","子計畫：非線性渦漩對黑潮的衝擊(II)","2013/08/01~2014/07/31","1670000"
"102","何宗易","國立成功大學","國立成功大學資訊工程學系（所）","子計畫四：考量可製造性與功率問題之數位微流體生物晶片合成設計工具(3/3)","2013/05/01~2014/07/31","1027000"
"102","何宗易","國立成功大學","國立成功大學資訊工程學系（所）","微流體生物晶片設計自動化與測試","2013/08/01~2016/07/31","3642000"
"102","何加政","國立中正大學","國立中正大學財務金融學系","期貨市場到期效應之解釋因子","2013/08/01~2014/07/31","814000"
"102","何宣甫","國立嘉義大學","國立嘉義大學教育行政與政策發展研究所","提升大學生的就業力：整合學生、畢業生、雇主、及高等教育機構的策略規劃","2013/08/01~2014/07/31","506000"
"102","何宣慶","國立嘉義大學","國立海洋生物博物館展示組","世界棘茄魚科之系統分類及分子演化研究(II)","2013/08/01~2014/07/31","1386000"
"102","何澤民","龍華科技大學","龍華科技大學化工與材料工程系","多層次孔隙Beta奈米沸石催化甲苯醯化反應之研究","2013/08/01~2014/07/31","385000"
"102","何義麟","國立臺北教育大學","國立臺北教育大學台灣文化研究所","在日台灣人與戰後東亞局勢","2013/08/01~2014/07/31","428000"
"102","何維華","臺北市立大學","臺北市立大學運動器材科技研究所","中老年人多樣性步態健身器之開發與健康促進功效多年期研究","2013/08/01~2015/07/31","1386000"
"102","何榮銘","國立清華大學","國立清華大學化學工程學系（所）","利用掌性嵌段共聚物自組裝與模化製備功能性奈米材料(3/3)","2013/08/01~2014/07/31","8000000"
"102","何傳愷","國立臺灣大學","國立臺灣大學生態學與演化生物學研究所","氣候暖化將如何影響外來入侵物種和本土物種之競爭? 以臺灣紋白蝶和外來入侵的紋白蝶為研究範例","2013/08/01~2016/07/31","4798000"
"102","何貴良","臺北市立大學","臺北市立大學","ePainting 2.0—提昇兒童東方藝術創作進階興趣之數位環境與學習策略之研發與建置","2013/08/01~2014/07/31","754000"
"102","何秀娥","臺北醫學大學","臺北醫學大學藥學系（所）","Doxorubicin熱敏感性凝膠以局部控釋傳輸於癌症治療之研究","2013/08/01~2014/07/31","1000000"
"102","何秀娥","臺北醫學大學","臺北醫學大學藥學系（所）","標靶性奈米脂雙層包體藥物制放系統技術平台及關鍵性生醫材料研發計畫﹝II﹞","2013/08/01~2014/07/31","654000"
"102","何秀青","國立臺灣科技大學","國立臺灣科技大學科技管理研究所","以技術擴散軌跡觀點探討企業之知識網絡地位","2013/08/01~2014/07/31","517000"
"102","何仁育","國立臺灣師範大學","國立臺灣師範大學運動競技學系","不同組數活化後增能運動與恢復時間對爆發力表現的影響","2013/08/01~2014/07/31","703000"
"102","何寄澎","國立臺灣大學","國立臺灣大學中國文學系暨研究所","「平」之極致：宋文美典析論","2013/08/01~2016/07/31","2094000"
"102","何盈杰","國立東華大學","國立東華大學電機工程系暨研究所","具備動態電壓調整機制之極低電壓單晶片資料鏈結設計","2013/06/01~2014/05/31","547000"
"102","何應欽","國立中央大學","國立中央大學工業管理研究所","利用彈性揀貨途程來改善順序式分區揀貨與同步順序式分區揀貨的績效(I)","2013/08/01~2014/07/31","697000"
"102","何應瑞","中山醫學大學","中山醫學大學心理學系（所）（臨床組）","調節麩胺酸神經系統活性與神經新生作用對巴金森氏症失智之效果：從動物實驗建立治療潛力","2013/08/01~2014/07/31","796000"
"102","何應勤","國立中山大學","國立中山大學機械與機電工程學系（所）","乏晰形態學影像處理在六角格子上的應用","2013/08/01~2014/07/31","584000"
"102","何俊輝","正修科技大學","正修科技大學資訊工程系","無線感測網路之無效節點及節點路徑重建機制","2013/08/01~2014/07/31","598000"
"102","何俊麟","淡江大學","淡江大學物理學系","量子可解性及糾纏","2013/08/01~2016/07/31","1676000"
"102","何俊亨","國立成功大學","國立成功大學工業設計學系（所）","產品引發消費者情感的性質及其激發程度與瞳孔尺寸變化之研究","2013/08/01~2014/07/31","606000"
"102","何里仁","亞洲大學","亞洲大學會計與資訊學系","初次上市(櫃)公司盈餘品質、代理衝突與產業專精事務所及會計師之聘任","2013/08/01~2014/07/31","485000"
"102","何柏欣","國立聯合大學","國立聯合大學財務金融學系","過度自信經理人與公司企業重組行為之研究","2013/08/01~2014/07/31","824000"
"102","何淑君","國立高雄師範大學","國立高雄師範大學資訊教育研究所","探討使用行動上網與社群網站的社會影響效果之研究","2014/08/01~2016/07/31","1162000"
"102","何淑熙","嶺東科技大學","嶺東科技大學國際企業系","高齡寡婦比鰥夫使用較多醫療資源？","2013/08/01~2014/07/31","295000"
"102","何淑宜","國立臺北大學","國立臺北大學歷史學系","晚明清初的地方官公牘彙編與地方政治","2013/08/01~2015/07/31","741000"
"102","何金山","國立體育大學","國立體育大學運動科學研究所","人體運動感測技術之開發","2013/08/01~2015/07/31","1216000"
"102","何志浩","國立臺灣大學","國立臺灣大學光電工程學研究所","利用針尖加強拉曼光譜觀察奈米尺度下的表面效應相關之物理性質","2013/08/01~2016/07/31","8367000"
"102","何志文","真理大學","真理大學工業管理與經營資訊學系","人工智慧產品生產績效模式之研究","2013/08/01~2015/07/31","777000"
"102","何志傑","國立臺灣海洋大學","國立臺灣海洋大學電機工程學系","應用背面接觸奈米電極技術研製改善太陽電池之整體效能","2013/08/01~2016/07/31","2591000"
"102","何志軒","國立臺灣海洋大學","大漢技術學院土木工程系","利用電化學氧化改善養殖廢水研究","2014/02/01~2015/01/31","560000"
"102","何惠琳","城市學校財團法人臺北城市科技大學","城市學校財團法人臺北城市科技大學機械工程系","純銅板材浮花壓製U形槽之成形性分析","2013/08/01~2014/07/31","258000"
"102","何信君","城市學校財團法人臺北城市科技大學","長庚醫療財團法人皮膚科","腫瘤壞死因子阻抗劑對於嚴重型皮膚藥物過敏病人的療效評估研究 II","2013/06/01~2014/05/31","1820000"
"102","何信全","國立政治大學","國立政治大學哲學系","公民德行：儒學與共和主義的比較研究","2013/08/01~2015/07/31","1142000"
"102","何信瑩","國立交通大學","國立交通大學生物科技學系（所）","研發雙目標建模的最佳化方法來重建、分析與驗證sRNAs基因調控網路(子計畫3)(3/3)","2013/08/01~2014/07/31","1800000"
"102","何信瑩","國立交通大學","國立交通大學生物科技學系（所）","醫學資料之因子分析與建模並應用於老年醫學健康照護系統的疾病預防 (GGHCS- FAMM)","2013/08/01~2014/07/31","547000"
"102","何郡軒","國立臺灣科技大學","國立臺灣科技大學化學工程系","新型indenofluorene衍生物之合成及其光電材料之應用","2013/08/01~2014/07/31","501000"
"102","何令君","國立臺灣科技大學","財團法人國家衛生研究院細胞及系統醫學研究所","研發以血液動力致病機轉為特定標靶的抗動脈粥狀硬化與再狹窄之治療策略與藥物(3/3)","2013/05/01~2014/04/30","4000000"
"102","何盧勳","國立成功大學","國立成功大學生命科學系","亨廷頓相互作用蛋白40在細胞內運輸和清除錯誤折疊蛋白質機制的探討","2013/08/01~2014/07/31","1100000"
"102","何旭川","元智大學","元智大學機械工程學系（所）","應用光纖感測器量測電路板蝕刻製程噴流管內壓力","2013/11/01~2014/10/31","420000"
"102","何淮中","元智大學","中央研究院統計科學研究所","以價格風險檢定隨機漫步假設及其應用","2013/08/01~2015/07/31","2070000"
"102","何台華","龍華科技大學","龍華科技大學共同科","子計畫:地形影響下颱風雨帶非對稱結構之中尺度特徵分析與應用(I)","2013/08/01~2014/07/31","619000"
"102","何翰蓁","慈濟學校財團法人慈濟大學","慈濟學校財團法人慈濟大學解剖學科","由無尾類蝌蚪腸道細菌多樣性探討脊椎動物腸道細菌共生關係的建立與演化","2013/08/01~2016/07/31","3660000"
"102","何鳳嬌","慈濟學校財團法人慈濟大學","國史館","實驗經濟農場的成立與裁撤——兼論公地放領政策","2013/08/01~2014/07/31","258000"
"102","何賴傑","國立政治大學","國立政治大學法律學系","違反刑事訴訟迅速原則之法律效果","2013/08/01~2014/07/31","421000"
"102","何建興","南華大學","南華大學宗教學研究所","(子計畫七)緣起、無執與空之倫理：印度與中國中觀哲學的批判研究","2013/01/01~2015/12/31","1039000"
"102","何建明","南華大學","中央研究院資訊科學研究所","財務風險管理演算法的設計、分析、與實作","2013/08/01~2016/07/31","2508000"
"102","何建明","南華大學","中央研究院資訊科學研究所","雲與行動內容傳遞網路","2013/08/01~2016/07/31","3219000"
"102","何建達","國立中興大學","國立中興大學科技管理研究所","線上拍賣信任機制建立之研究-推敲可能性模式之觀點","2013/08/01~2014/07/31","294000"
"102","佘健源","國立中山大學","國立中山大學企業管理學系（所）","台灣立委選制改革對現任者競選優勢之影響分析","2013/02/01~2014/01/31","769000"
"102","佘玉萍","中國醫藥大學","中國醫藥大學臨床醫學研究所","ADAM9 參與肺癌腦轉移的分子機轉研究及其治療之應用","2013/08/01~2016/07/31","4200000"
"102","佘玉萍","中國醫藥大學","中國醫藥大學臨床醫學研究所","新穎分子的標靶治療以防止肺癌的腦轉移(2/3)","2013/05/01~2014/04/30","2046000"
"102","余一鳴","國防大學","國防大學政治學系","有關係就沒關係沒關係要找關係-公務員的道德性貪瀆行為","2013/08/01~2015/07/31","686000"
"102","余丁榮","國防大學","國防大學資訊管理學系","以模糊限制為基礎之使用者描述紀錄學習","2013/08/01~2014/07/31","354000"
"102","余興政","國立臺灣海洋大學","國立臺灣海洋大學系統工程暨造船學系","高效率集磁排列與雙氣隙轉置磁通之低稀土無感測器直流無刷馬達設計與驅動控制技術","2013/08/01~2014/07/31","667000"
"102","余嘉裕","中國文化大學","中國文化大學大氣科學系","重探大氣濕穩定度及其在氣候變異研究之應用","2013/08/01~2014/07/31","1398000"
"102","余權航","中山醫學大學","中山醫學大學牙醫學系（所）","光動力療法提升牙髓幹細胞成骨及脂肪分化潛能之分子機轉探討及應用","2013/08/01~2014/07/31","1120000"
"102","余養豪","中國醫藥大學","中國醫藥大學醫學系","探討FOXO3a在肺癌中對EGFR酪胺酸激?抑制劑產生抗藥性的角色","2013/08/01~2014/07/31","1000000"
"102","余國強","靜宜大學","靜宜大學大眾傳播學系","從「錄影帶」到「雲端硬碟」：數位媒介環境中的「影片收藏與分享」實踐研究","2013/08/01~2015/07/31","933000"
"102","余國瑞","國立中正大學","國立中正大學電機工程學系","智慧型綠能機器人控制與儲能系統之研製","2013/08/01~2014/07/31","765000"
"102","余明興","國立中興大學","國立中興大學資訊科學與工程學系（所）","產生自然語音的基週調整和連音處理","2013/08/01~2014/07/31","626000"
"102","余明助","國立臺南大學","國立臺南大學行政管理學系（所）","華人社會文化下的道德領導影響效果之研究：個體與團體層次觀點","2013/08/01~2014/07/31","436000"
